nomem_encr;nohouse_encr;wave;geslacht;gender;positie;gebjaar;leeftijd;lftdcat;lftdhhh;aantalhh;aantalki;partner;burgstat;woonvorm;woning;sted;belbezig;brutoink;brutoink_f;nettoink;netinc;nettoink_f;brutocat;nettocat;brutohh_f;nettohh_f;oplzon;oplmet;oplcat;doetmee;werving;herkomstgroep;simpc
893892;598509;202207;1;1;1;1954;67;7;67;1;0;0;1;1;2;3;9;-13;2143,313561;1720;1720;1720;13;4;2143,313561;1720;2;2;2;1;10;0;0
893896;582778;202207;1;999;2;1957;65;7;63;2;0;1;1;2;1;2;8;0;0;0;0;0;0;0;6547;3946;5;5;5;1;6;201;0
893898;503635;202207;1;1;1;1995;27;3;27;1;0;0;5;1;2;1;7;650;650;500;500;500;2;1;650;500;5;4;4;1;10;0;0
893904;594501;202207;1;999;5;2021;0;1;41;4;2;1;5;3;1;3;14;0;0;0;0;0;0;0;10480,65741;6400;9;9; ;1;10; ;0
893911;593301;202207;1;999;1;1964;58;6;58;2;0;1;1;2;1;3;1;3518;3518;2500;2500;2500;8;5;5036;3700;2;2;2;1;1;0;1
893921;584159;202207;2;999;2;1963;59;6;58;2;0;1;1;2;1;2;8;0;0;0;0;0;0;0;70000;3200;4;4;4;0;10; ;0
893923;586337;202207;2;999;5;2008;14;1;50;3;2;0;5;4;1;4;7;0;0;0;0;0;0;0;2200;1900;3;1;1;1;2; ;0
893939;537152;202207;1;999;1;1959;63;6;63;3;1;1;1;3;1;5;1;-13;3446,113913;2250;-13;2250;13;5;3446,113913;2250;4;4;4;0;2;101;0
893945;501080;202207;1;999;1;1963;58;6;58;3;1;1;1;3;1;3;1;6000;6000;4400;4400;4400;11;9;12500;9200;5;5;5;1;6;0;0
893948;563641;202207;1;999;5;1992;30;3;66;5;3;1;5;3;1;5;7;3500;3500;2800;2800;2800;7;6;11900;9500;5;4;4;0;2; ;0
893983;521530;202207;1;999;6;2000;22;2;25;4;0;0;5;5;2;1;7;-13;948,0095994;750;-13;750;13;2;10935,35046;7840;6;5;5;0;10; ;0
893991;592706;202207;1;999;1;1992;30;3;30;2;0;1;5;2;1;2;3;5500;5500;4000;4000;4000;11;8;9300;7000;6;6;6;0;99;0;0
894025;552849;202207;1;1;1;1967;55;6;55;1;0;0;5;1;2;4;1;1800;1800;1600;1600;1600;4;4;1800;1600;6;6;6;1;10;101;0
894030;531082;202207;2;999;1;1992;30;3;30;1;0;0;5;1;2;4;1;1668;1668;1560;1560;1560;4;4;1668;1560;5;5;5;1;8;0;0
894039;502441;202207;1;999;5;2001;20;2;52;4;2;1;5;3;1;2;7;800;800;800;800;800;2;2;9900;6780;3;3;3;1;8;201;0
894041;555375;202207;1;1;1;1946;75;7;75;1;0;0;3;1;1;2;9;-13;2688,416661;2100;2100;2100;13;5;2688,416661;2100;2;2;2;1;10;0;0
894049;581170;202207;1;999;1;1963;59;6;59;2;0;1;5;2;1;3;1;7500;7500;4500;4500;4500;11;9;7500;4500;5;5;5;0;2;0;0
894058;520129;202207;1;999;1;1972;49;5;49;1;0;0;5;1;1;5;3;-13; ;-13;-13; ;13;13; ; ;7;7;1;1;7;101;0
894062;582171;202207;1;999;1;1954;68;7;68;2;0;0;3;5;1;5;9;-13; ;-13;-13; ;13;13; ; ;5;3;3;0;10; ;0
894063;576381;202207;1;999;1;1961;61;6;61;2;0;1;3;2;1;4;1;6500;6500;3750;-13;3750;11;8;11500;7000;5;5;5;1;9;0;0
894072;507684;202207;2;999;1;1969;53;5;53;2;0;1;4;2;1;5;1;-13;4354,477309;2750;-13;2750;13;6;6554,477309;4750;7;7;1;0;8; ;0
894077;594199;202207;1;999;5;1999;22;2;48;7;5;1;5;3;1;5;1;-13; ;-13;-13; ;13;13; ; ;3;7;1;0;10; ;0
894078;538712;202207;1;999;5;2019;3;1;32;4;2;1;5;3;1;5;14;0;0;0;0;0;0;0;9600;6200;9;9; ;1;10; ;0
894088;580841;202207;1;999;1;1988;34;3;34;2;0;1;1;2;1;3;1;3755;3755;2750;-13;2750;8;6;6410;4882;5;5;5;1;99;0;0
894113;588287;202207;1;999;1;1945;76;7;76;2;0;1;1;2;2;4;9;-13;2185,646544;1750;-13;1750;13;4;3023,592815;2500;2;2;2;1;2;201;0
894125;525546;202207;1;999;1;1973;48;5;48;1;0;0;3;1;1;2;1;3768;3768;2589;2589;2589;8;6;3768;2589;2;2;2;1;2;0;0
894140;519848;202207;1;999;5;2007;14;1;45;6;4;1;5;3;1;2;7;0;0;0;0;0;0;0;6000;3900;1;8;1;1;8; ;0
894141;511430;202207;1;999;1;1947;75;7;75;2;0;1;1;2;1;3;9;-13;3410,046691;2585;2585;2585;13;6;5128,470157;4019;4;4;4;0;10; ;0
894149;512811;202207;1;999;1;1965;57;6;57;3;1;1;1;3;2;1;1;-13;3446,113913;2250;-13;2250;13;5; ; ;4;4;4;1;2;0;0
894150;512696;202207;1;999;1;1976;46;5;46;2;0;1;3;2;1;1;1;3500;3500;2490;2490;2490;7;5; ; ;5;5;5;1;9;202;0
894157;597473;202207;2;2;2;1988;33;3;34;2;0;1;1;2;2;1;13;0;0;0;0;0;0;0;2871;2291;6;6;6;1;10;101;0
894159;540741;202207;1;999;5;2004;18;2;43;6;4;1;5;3;1;4;7;-13;133,1187063;120;120;120;13;1;4408,118706;3056;4;2;2;1;10; ;0
894161;517077;202207;2;999;5;2000;22;2;51;3;2;0;5;4;2;5;1;-13;2536,363206;1750;-13;1750;13;4;3659,363206;2672;4;2;2;0;2; ;0
894174;580477;202207;1;999;1;1941;80;7;80;2;0;1;1;2;1;2;9;-13;4441,216843;3250;-13;3250;13;7;5401,216843;4164;5;5;5;0;2; ;0
894177;523718;202207;1;999;5;2006;15;2;50;3;2;0;5;4;1;2;7;-13;948,0095994;750;-13;750;13;2;2512,895526;2187;2;2;2;1;99; ;0
894184;571343;202207;1;999;1;1993;29;3;29;3;1;1;1;3;1;4;1;2900;2900;2200;2200;2200;6;5;5700;4200;4;4;4;0;99; ;0
894185;591507;202207;1;999;2;1969;53;5;45;4;2;1;1;3;1;1;1;-13; ;-13;-13; ;13;13; ; ;6;6;6;0;10; ;0
894192;547799;202207;1;999;5;2011;11;1;45;4;2;1;5;3;1;4;7;0;0;0;0;0;0;0;8140;5500;1;8;1;1;2; ;0
894198;533135;202207;1;999;1;1940;81;7;81;2;0;1;1;2;1;5;9;-13;1497,393186;1250;-13;1250;13;3;2970,937083;2500;2;2;2;1;2;0;0
894210;524197;202207;1;999;1;1984;37;4;37;1;0;0;5;1;2;3;10;-13; ;-13;-13; ;13;13; ; ;1;1;1;1;8;201;0
894214;565163;202207;2;999;5;2005;17;2;51;6;4;1;5;3;1;3;7;-13;0;0;0;0;13;0;8000;4400;3;1;1;0;9; ;0
894219;551336;202207;2;999;1;1984;37;4;37;2;1;0;5;4;1;2;10;2600;2600;1800;1800;1800;6;4;2600;1800;5;5;5;1;8;0;0
894223;522906;202207;1;999;1;1959;63;6;63;1;0;0;3;1;1;5;6;-13;1324,593064;997;997;997;13;2;1324,593064;997;4;4;4;1;3;0;1
894233;560556;202207;2;999;5;2012;10;1;42;7;5;1;5;3;1;4;7;-13;0;0;0;0;13;0;6596,9225;4750;9;9; ;1;10; ;0
894247;537106;202207;2;999;5;2003;19;2;50;5;3;1;5;3;1;5;7;-13;0;0;0;0;13;0;7571,552689;4700;2;1;1;0;2;0;1
894275;522451;202207;1;999;1;1956;66;7;66;2;0;1;1;2;2;3;9;3600;3600;2750;2750;2750;8;6;5150;4000;4;4;4;0;9;0;0
894284;505477;202207;2;999;2;1988;33;3;37;4;2;1;1;3;1;4;1;-13;2675,335583;1833;1833;1833;13;4;7170,335583;5083;5;5;5;0;99;0;0
894296;512298;202207;2;999;2;1960;62;6;71;2;0;1;1;2;1;1;9;750;750;620;620;620;2;2;2330;1940;2;2;2;1;2;0;0
894314;576657;202207;2;999;9;1962;59;6;65;2;0;0;1;5;1;3;10;2000;2000;1500;1500;1500;4;3;4200;3400;5;5;5;0;7;0;0
894325;540767;202207;1;1;1;1956;66;7;66;2;0;1;1;2;1;4;9;-13; ;-14;-13; ;13;14; ; ;6;6;6;1;10;0;0
894330;510237;202207;1;1;1;1971;51;5;51;2;0;1;1;2;1;2;1;7200;7200;3750;3750;3750;11;8;10180;5800;5;5;5;1;10;0;0
894332;591424;202207;2;999;2;1979;43;4;43;4;2;1;1;3;2;5;10;-13;1293,206322;990;990;990;13;2;4273,62407;2975;4;4;4;1;8;0;0
894339;511053;202207;1;999;1;1950;71;7;71;5;2;0;3;4;1;4;9;-13;851,5084199;750;-13;750;13;2;5073,50842;4750;1;1;1;0;8; ;0
894354;543923;202207;2;999;2;1961;60;6;61;2;0;1;1;2;1;2;3;-13;1683,043418;1250;-13;1250;13;3;12945,36137;7500;5;5;5;1;2;0;0
894357;568020;202207;1;999;2;1950;72;7;65;3;1;1;1;3;1;1;9;2000;2000;1360;1360;1360;4;3;6384;4311;5;5;5;1;2;0;0
894363;593945;202207;1;999;1;1958;63;6;63;2;0;1;1;2;1;3;1;3400;3400;2360;2360;2360;7;5;3400;2360;2;2;2;1;6;0;0
894378;579788;202207;1;999;1;1946;75;7;75;2;0;1;1;2;1;5;9;-13;4679,903658;3400;3400;3400;13;7;5957,929795;4500;6;5;5;1;7;0;0
894390;521093;202207;2;999;2;1953;69;7;74;2;0;1;1;2;1;4;8;-13;950,020559;841;841;841;13;2;3052,531574;2532;2;2;2;1;3;0;0
894394;554120;202207;1;999;5;2007;14;1;39;2;1;0;5;4;2;1;7;0;0;0;0;0;0;0;3400;2200;2;1;1;1;9; ;0
894395;550470;202207;2;2;2;1973;49;5;47;4;2;1;1;3;1;4;1;2400;2400;2250;-13;2250;5;5;9064,619389;6500;6;6;6;1;10;0;0
894409;523815;202207;2;999;2;1958;63;6;70;2;0;1;1;2;1;3;8;0;0;0;0;0;0;0;3846,393749;2870;3;3;3;1;2;101;0
894426;574012;202207;1;999;5;2008;14;1;47;6;4;1;5;3;1;3;7;-13;286,9920401;250;-13;250;13;1;6926,683309;5000;7;8;1;1;9; ;0
894433;552618;202207;2;999;2;1937;84;7;82;2;0;1;1;2;2;5;9;1347;1347;1187;1187;1187;3;3;4187;3763;2;2;2;1;2;0;0
894461;571362;202207;2;999;1;1988;34;3;34;1;0;0;5;1;2;2;1;1980;1980;1720;1720;1720;4;4;1980;1720;4;4;4;1;7;202;0
894464;502362;202207;2;999;1;1963;59;6;59;4;2;1;1;3;2;3;1;-13;2435,774957;1666;1666;1666;13;4;4985,361462;3566;5;5;5;1;7;201;0
894485;542196;202207;2;999;1;1963;59;6;59;2;0;1;5;2;1;3;3;-13; ;-14;-13; ;13;14; ; ;5;5;5;1;6;0;0
894491;526394;202207;1;999;5;1998;23;2;63;2;1;0;5;4;2;1;1;-13;294,4542289;250;-13;250;13;1;3394,454229;2500;2;2;2;0;6; ;0
894492;572466;202207;2;2;1;1963;58;6;58;1;0;0;3;1;2;1;10;1300;1300;1000;1000;1000;3;2;1300;1000;2;2;2;1;10;0;0
894503;566564;202207;2;999;1;1981;41;4;41;4;3;0;3;4;2;4;1;-13;2325,417276;1600;1600;1600;13;4;2325,417276;1600;4;4;4;1;8;0;0
894506;511120;202207;1;999;5;2009;13;1;50;7;5;1;5;3;1;5;7;-13;0;0;0;0;13;0;2012,684716;1650;2;1;1;1;6; ;0
894507;588422;202207;2;2;5;2005;16;2;41;4;2;1;5;3;1;2;7;-13;0;0;0;0;13;0;3981;3377;2;2;2;1;10;0;0
894509;559127;202207;1;999;1;1949;72;7;72;1;0;0;5;1;1;2;9;6000;6000;4000;4000;4000;11;8;6000;4000;5;5;5;1;8;0;0
894520;514956;202207;2;999;3;1970;51;5;51;2;0;1;3;2;1;4;7;0;0;0;0;0;0;0;6400;3800;6;6;6;0;7; ;0
894521;556034;202207;2;999;5;2020;2;1;38;4;2;1;5;3;1;3;14;0;0;0;0;0;0;0;3733,105953;2500;9;9; ;1;9; ;0
894522;568618;202207;2;999;2;1959;63;6;66;2;0;1;1;2;1;5;10;-13;1307,909509;1000;1000;1000;13;2;4740,703555;3600;4;4;4;1;2;0;0
894525;511331;202207;2;999;1;1980;41;4;41;1;0;0;5;1;2;1;1;-13;3168,819116;2093;2093;2093;13;5;3168,819116;2093;4;4;4;1;3;0;1
894528;579901;202207;1;999;1;1967;55;6;55;2;0;1;5;2;1;2;3;-13;0;0;0;0;13;0;6370;4000;6;6;6;0;7;0;0
894546;524157;202207;2;999;1;1935;87;7;87;1;0;0;4;1;2;2;9;2200;2200;1900;1900;1900;5;4;2200;1900;2;2;2;1;2;201;0
894549;539590;202207;1;999;1;1959;63;6;63;4;2;1;1;3;1;4;1;8000;8000;5000;5000;5000;12;10;14150;9115;6;6;6;1;8;201;0
894579;503215;202207;1;999;1;1987;35;4;35;2;0;1;5;2;2;3;3;6000;6000;5000;5000;5000;11;10;8250;6980;6;6;6;1;9;0;0
894595;540213;202207;1;999;1;1963;59;6;59;4;2;1;1;3;2;5;1;-13;3446,113913;2250;-13;2250;13;5; ; ;2;2;2;1;2; ;0
894609;576480;202207;2;2;2;1950;72;7;75;2;0;1;1;2;1;2;9;-13;2150,835303;1750;1750;1750;13;4;3267,762327;2710;5;5;5;1;10;0;0
894622;589575;202207;2;999;2;1956;66;7;69;2;0;1;1;2;1;3;6;1500;1500;1100;1100;1100;3;3;5300;3700;5;5;5;1;2;0;0
894625;545169;202207;1;999;1;1987;34;3;34;3;1;1;1;3;2;2;1;4600;4600;2800;2800;2800;10;6;7480;5100;5;5;5;1;7;102;0
894629;598572;202207;1;999;6;1985;37;4;38;9;0;0;5;5;4;4;3;-13; ;-13;-13; ;13;13; ; ;5;5;5;0;99; ;0
894635;576678;202207;1;999;1;1991;31;3;31;2;0;1;5;2;2;3;1;4425;4425;3311;3311;3311;9;7;4425;3311;6;6;6;1;99;202;0
894636;565943;202207;1;999;5;2014;8;1;43;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0;7500;5100;1;8;1;1;9; ;0
894662;553997;202207;1;999;6;1973;49;5;81;2;0;0;5;5;2;3;1;-13;2619,935086;1800;1800;1800;13;4;3788,424589;2800;4;2;2;0;2; ;0
894676;553903;202207;1;999;3;1982;40;4;32;2;0;1;5;2;1;4;1;-13;5213,690846;3250;-13;3250;13;7;9815,690846;6361;6;6;6;0;99; ;0
894680;558874;202207;2;999;1;1945;77;7;77;1;0;0;3;1;2;2;9;1600;1600;1600;1600;1600;4;4;1600;1600;2;2;2;1;8;0;0
894696;599963;202207;2;999;2;1949;73;7;78;2;0;1;1;2;1;4;9;1368;1368;1254;1254;1254;3;3;3297;2934;2;2;2;1;2;0;0
894707;543468;202207;2;999;6;1995;26;3;32;6;0;0;5;5;1;1;1;-13;1726,804868;1250;-13;1250;13;3;11884,42076;8450;4;4;4;0;9; ;0
894738;599276;202207;2;999;1;1962;60;6;60;4;2;1;1;3;1;1;3;15000;15000;10000;-13;10000;12;12;16000;10750;6;6;6;0;8; ;0
894743;521889;202207;2;999;5;2012;9;1;45;6;4;1;5;3;1;4;7;0;0;0;0;0;0;0;6520;4180;1;8;1;1;10; ;0
894744;552133;202207;1;999;1;1986;35;4;35;2;0;1;5;2;2;1;1;2120;2120;1750;-13;1750;5;4;4664,700257;3505;5;4;4;1;99;0;0
894750;595968;202207;1;999;1;1934;87;7;87;1;0;0;4;1;2;2;9;-13;2185,646544;1750;-13;1750;13;4;2185,646544;1750;2;2;2;1;8;0;0
894782;500139;202207;2;999;1;1974;47;5;47;2;1;0;5;4;2;4;1;1300;1300;776;776;776;3;2;1300;776;1;1;1;1;9;102;0
894790;523074;202207;2;999;1;1964;57;6;57;5;3;1;3;3;4;5;3;6000;6000;4500;4500;4500;11;9;19967,93158;13700;5;5;5;0;1;0;0
894796;578134;202207;2;999;1;1986;36;4;36;2;0;1;5;2;1;4;1;2800;2800;2150;2150;2150;6;5;7370;4969;5;3;3;1;7;201;0
894808;551803;202207;1;999;1;1962;60;6;60;2;0;1;1;2;2;4;1;-13;2577,414211;1750;-13;1750;13;4;3550,073367;2500;2;2;2;1;2;0;0
894809;564905;202207;2;999;2;1963;59;6;63;2;0;1;1;2;1;5;8;0;0;0;0;0;0;0;3600;2300;2;2;2;1;9;0;0
894815;547146;202207;1;999;5;2012;10;1;46;3;1;1;5;3;1;5;7;0;0;0;0;0;0;0;6145,77339;4100;9;9; ;1;2; ;0
894818;547073;202207;2;999;2;1965;56;6;57;2;0;1;1;2;1;2;1;-13;2788,400497;1900;1900;1900;13;4;6958,264457;4550;4;4;4;1;2;0;0
894833;570172;202207;1;999;1;1953;68;7;68;1;0;0;3;1;2;1;9;-13;1631,958939;1350;1350;1350;13;3;1631,958939;1350;3;3;3;1;2;0;0
894845;511175;202207;1;999;1;1948;73;7;73;2;0;1;1;2;1;3;9;-13;1604,915323;1330;1330;1330;13;3;2567,357575;2181;4;4;4;1;7;201;0
894869;550936;202207;1;999;1;1960;62;6;62;2;0;1;1;2;1;2;1;-13;3357,372894;2200;2200;2200;13;5;6487,804212;4300;5;5;5;1;2;0;0
894880;569004;202207;2;2;1;1992;29;3;29;5;3;1;5;3;2;1;8;-13;2920,115921;1994;1994;1994;13;4;5420,115921;4194;4;8;2;1;10;102;0
894906;562340;202207;1;999;1;1973;48;5;48;4;2;1;1;3;1;2;1;7000;7000;4300;4300;4300;11;9;12083,04342;7650;5;5;5;1;99;0;0
894907;542273;202207;2;999;5;2016;6;1;38;4;2;1;5;3;1;2;7;0;0;0;0;0;0;0;7548,288718;4900;1;8;1;1;10; ;0
894909;505139;202207;1;999;5;2006;16;2;36;3;2;0;5;4;2;5;7;0;0;0;0;0;0;0;3200;3250;2;1;1;1;8; ;0
894921;525424;202207;2;999;1;1962;60;6;60;4;2;1;1;3;1;5;1;4000;4000;2500;2500;2500;8;5;6255,919108;4250;5;5;5;1;6;202;0
894931;594677;202207;2;999;2;1957;64;6;68;2;0;1;1;2;1;5;9;3200;3200;1978;1978;1978;7;4;6300;4558;5;5;5;1;2;0;0
894940;568927;202207;1;999;5;2000;22;2;57;4;2;1;5;3;1;4;7;-13;948,0095994;750;-13;750;13;2;23539,37489;12750;6;3;3;0;7;0;0
894946;566934;202207;1;999;1;1942;79;7;79;2;0;1;1;2;1;4;9;-13;1836,793903;1500;1500;1500;13;3;2674,740173;2250;2;2;2;1;1;0;0
894952;503549;202207;2;999;9;1944;77;7;79;2;0;0;1;5;2;3;9;-13;777,1322561;700;700;700;13;2;2962,7788;2450;2;2;2;0;2;0;0
894958;557717;202207;2;999;2;1988;33;3;37;7;4;1;1;3;1;5;13;0;0;0;0;0;0;0; ; ;4;4;4;1;7;201;0
894963;565746;202207;1;1;3;1984;37;4;35;4;2;1;5;3;1;5;1;3100;3100;2000;2000;2000;7;4;6400;4200;5;5;5;1;10;0;0
894964;585403;202207;2;999;1;1945;76;7;76;2;0;0;4;5;1;4;12;-13;5244,966851;3750;-13;3750;13;8;11219,19202;8000;4;4;4;1;3; ;0
894968;521586;202207;2;2;2;1960;62;6;65;2;0;1;1;2;1;2;10;2475;2475;1756;1756;1756;5;4;11643;6665;2;2;2;1;10;0;0
894972;505949;202207;1;999;1;1980;41;4;41;4;2;1;1;3;1;5;1;3420;3420;2650;2650;2650;7;6;6242;5100;5;5;5;1;9;0;0
894984;535852;202207;1;999;5;2018;4;1;37;4;2;1;5;3;1;5;14;0;0;0;0;0;0;0;4244,124226;2750;9;9; ;1;8; ;0
894998;531591;202207;1;999;1;1971;51;5;51;4;2;1;1;3;1;3;1;-13;4261,993021;2700;2700;2700;13;6;8365,442702;5350;4;4;4;1;2;0;0
895009;531485;202207;1;999;5;2012;10;1;34;6;4;1;5;3;1;5;7;0;0;0;0;0;0;0;7450;4300;1;8;1;1;10; ;0
895022;597207;202207;1;999;5;2006;16;2;49;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;3467;2674;2;8;1;1;2; ;0
895043;542931;202207;1;1;2;1949;73;7;73;2;0;1;1;2;1;2;9;1930;1930;1550;1550;1550;4;4;2831;2401;2;8;1;1;10;0;0
895047;534475;202207;1;999;2;1968;54;5;63;2;0;1;1;2;1;2;1;2300;2300;1500;1500;1500;5;3;6100;3670;2;2;2;1;2;0;0
895054;598093;202207;2;999;2;1977;44;4;47;8;6;1;1;3;1;5;8;0;0;0;0;0;0;0;7800;4400;6;6;6;0;10; ;0
895062;571218;202207;1;999;5;2013;8;1;49;5;3;1;5;3;1;4;7;0;0;0;0;0;0;0;7780,681076;5000;1;8;1;1;1; ;0
895064;589526;202207;2;999;5;2006;15;2;58;3;2;0;5;4;1;4;7;-13;0;0;0;0;13;0;4200;2800;3;1;1;1;9; ;0
895074;553921;202207;2;999;2;1959;63;6;63;3;1;1;1;3;1;2;8;-13;0;0;0;0;13;0;6260,658199;4800;2;2;2;1;6;0;0
895080;534143;202207;1;999;5;1991;31;3;65;3;2;0;5;4;1;5;13;-13;0;0;0;0;13;0;7641,22695;5235;6;6;6;0;2; ;0
895086;512866;202207;2;999;5;2007;15;2;53;3;1;1;5;3;1;4;7;0;0;0;0;0;0;0;5689,077658;3733;3;1;1;1;2; ;0
895104;527895;202207;2;999;1;2001;21;2;21;1;0;0;5;1;2; ;7;300;300;300;300;300;1;1;300;300;5;3;3;1;99;0;0
895114;581924;202207;2;999;5;2007;14;1;48;5;3;1;5;3;2;4;7;0;0;0;0;0;0;0;2750;2250;7;7;1;1;2; ;0
895136;503859;202207;1;999;1;1964;58;6;58;3;1;1;1;3;1;4;1;8729;8729;4892;4892;4892;12;10;10091;6096;6;6;6;0;10; ;0
895138;571427;202207;1;999;3;1989;33;3;30;2;0;1;5;2;1;5;1;-13;4285,122655;2750;-13;2750;13;6;7285,122655;5000;5;5;5;1;99;0;0
895143;554813;202207;1;999;5;2008;14;1;38;3;2;0;5;4;2;4;7;0;0;0;0;0;0;0;2254,753182;1550;2;1;1;1;10; ;0
895147;564288;202207;1;999;1;1968;54;5;54;2;0;1;1;2;1;4;1;2969;2969;2300;2300;2300;6;5;5680;4588;4;4;4;1;2;201;0
895150;560656;202207;1;999;5;2016;5;1;40;6;4;1;5;3;1;2;7;0;0;0;0;0;0;0;10050;6700;1;8;1;1;99; ;0
895154;584488;202207;1;1;1;1956;66;7;66;2;0;1;1;2;1;5;3;-13;851,5084199;750;-13;750;13;2;851,5084199;750;2;2;2;1;10;0;0
895155;505721;202207;2;999;5;2021;0;1;33;3;1;1;5;3;1;5;14;0;0;0;0;0;0;0;4000;3500;9;9; ;1;9; ;0
895179;569283;202207;2;999;1;2001;20;2;20;1;0;0;5;1;4;5;7;-13;963,3531223;750;-13;750;13;2;963,3531223;750;4;4;4;1;9;0;0
895180;511000;202207;2;999;2;1958;63;6;64;2;0;1;1;2;1;4;4;-13;2096,839015;1516;1516;1516;13;4;15879,74973;8746;5;5;5;1;10; ;0
895190;559579;202207;1;999;1;1943;79;7;79;2;0;1;1;2;2;1;9;-13;1903,068019;1548;1548;1548;13;4;2786,370532;2335;4;4;4;1;3;0;0
895204;578936;202207;1;999;1;1978;44;4;44;5;3;1;1;3;1;4;1;3300;3300;2500;2500;2500;7;5;6000;4100;4;4;4;0;10; ;0
895207;503127;202207;1;999;1;1968;53;5;53;5;3;1;1;3;1;4;1;5400;5400;3300;3300;3300;11;7;9356,542528;5850;6;6;6;0;10; ;0
895211;539569;202207;2;999;1;1948;73;7;73;1;0;0;3;1;1;4;9;-13;2543,145056;2000;2000;2000;13;4;2543,145056;2000;3;3;3;1;3;0;0
895216;531913;202207;2;999;1;1966;56;6;56;1;0;0;5;1;1;5;1;3600;3600;2700;2700;2700;8;6;3600;2700;6;5;5;1;9;0;0
895220;513671;202207;1;999;1;1962;60;6;60;3;1;1;1;3;1;3;1;4238;4238;2854;2854;2854;9;6;7659;5675;4;4;4;0;8; ;0
895222;521586;202207;1;1;1;1957;65;7;65;2;0;1;1;2;1;2;9;9168;9168;4909;4909;4909;12;10;11643;6665;3;3;3;1;10;0;0
895225;594552;202207;1;1;1;1979;42;4;42;6;4;1;1;3;1;3;1;4352;4352;2312;2312;2312;9;5;7677;4812;3;3;3;1;10;0;0
895233;538824;202207;2;999;2;1963;58;6;59;2;0;1;1;2;1;2;1;-13; ;-14;-13; ;13;14; ; ;3;3;3;1;8;0;0
895236;582409;202207;1;999;1;1939;82;7;82;2;0;1;1;2;1;5;9;3624;3624;2903;2903;2903;8;6;4525;3754;5;5;5;1;6;0;0
895239;550796;202207;1;999;5;2005;17;2;50;5;3;1;5;3;1;2;7;0;0;0;0;0;0;0;6779,958947;4724;4;2;2;1;2;0;0
895242;544439;202207;2;999;5;1995;26;3;66;4;2;1;5;3;1;5;7;0;0;0;0;0;0;0;3350;2495;3;3;3;1;2;0;0
895246;578711;202207;1;1;1;1952;70;7;70;2;0;1;1;2;1;5;9;-13;2908,644755;2250;-13;2250;13;5;5059,480058;4000;5;5;5;1;10;0;0
895254;513244;202207;2;999;2;1954;67;7;78;3;1;1;1;3;1;2;9;-13;0;0;0;0;13;0;5144,229325;3750;2;7;1;0;6; ;0
895266;570474;202207;2;999;2;1945;76;7;76;2;0;1;1;2;1;4;9;-13;936,3804697;830;830;830;13;2;5298,514258;4030;4;4;4;0;3;0;0
895279;573893;202207;2;999;5;2018;3;1;37;4;2;1;5;3;1;3;14;0;0;0;0;0;0;0;6536,363206;4550;9;9; ;1;10; ;0
895297;557119;202207;1;999;5;2005;17;2;49;3;1;1;5;3;1;1;7;0;0;0;0;0;0;0;5800;3000;3;3;3;1;2;0;0
895300;561822;202207;1;999;1;1942;80;7;80;1;0;0;4;1;1;1;9;-13;1688,958597;1392;1392;1392;13;3;1688,958597;1392;4;4;4;1;8;0;0
895306;591754;202207;2;999;1;1966;56;6;56;2;0;1;1;2;2;2;2;-13;1710,283453;1250;-13;1250;13;3;3393,326871;2500;3;3;3;1;2;0;0
895321;569097;202207;2;999;5;1997;25;3;64;4;2;1;5;3;1;2;1;0;0;0;0;0;0;0;0;0;4;4;4;1;1;0;0
895323;577559;202207;2;999;1;1994;28;3;28;2;0;1;1;2;1;2;1;3300;3300;2850;2850;2850;7;6;6400;5224;6;6;6;0;9; ;0
895327;530450;202207;2;999;1;1986;36;4;36;2;1;0;5;4;2;3;1;3100;3100;2400;2400;2400;7;5;3100;2400;2;1;1;1;8;0;0
895336;551220;202207;1;999;5;1999;23;2;54;4;2;1;5;3;1;2;7;-13;286,9920401;250;-13;250;13;1;7221,98408;4712;6;3;3;1;6; ;0
895342;562711;202207;2;999;2;1977;45;5;48;3;1;1;1;3;1;5;3;-13; ;-14;-13; ;13;14; ; ;3;3;3;0;9; ;0
895367;518185;202207;1;999;1;1956;66;7;66;2;0;1;1;2;1;3;1;5000;5000;3000;3000;3000;10;6;6000;3600;5;5;5;1;2;0;0
895373;589306;202207;2;999;1;1954;67;7;67;1;0;0;3;1;2;1;9;1170;1170;1165;1165;1165;3;3;1170;1165;6;6;6;1;2;102;0
895376;540637;202207;1;999;5;2001;20;2;48;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0;6939;4534;5;5;5;0;2; ;0
895399;574530;202207;2;2;2;1958;64;6;63;2;0;1;1;2;1;4;12;0;0;0;0;0;0;0;11000;5500;5;5;5;1;10;0;0
895407;539370;202207;2;999;5;1991;30;3;69;3;1;1;5;3;1;4;1;-13;3130,431318;2100;2100;2100;13;5;6323,141205;4630;5;5;5;1;2;0;0
895410;516357;202207;2;999;1;1968;54;5;54;3;1;1;1;3;2;2;1;-13;3181,097308;2100;2100;2100;13;5; ; ;3;3;3;1;2;201;0
895413;573309;202207;2;999;5;2009;12;1;41;4;2;1;5;3;1;1;7;0;0;0;0;0;0;0;5091;4123;1;8;1;1;8; ;0
